date change,STATUS,voorveerkit,achterveerkit,combikit,MERK,TYPE,Year,FORK HYPERPRO NR,FORK HYPERPRO OIL,OILLEVEL,FORK SPRING PRELOAD,FORK STATIC SAG,FORK COMPRESION,FORK REBOUND,FORK EXTRA INFO,REAR HYPERPRO NR,REAR SPRING PRELOAD,REAR STATIC SAG,REAR COMPRESION,REAR REBOUND,REAR EXTRA INFO,PROD_EXTRA_INF,chassis nummer,eu nummer
,,SP-KA06-SSA009,SP-KA06-SSB009,SP-KA06-SSC009,KAWASAKI,ZX 636R / ZX 6R,2002,0712,"SAE 2,5",140 MM,6 RINGS OUT +/- 1R,26 MM,2.5 T OPEN +/- 0.25,1.5 T OPEN +/- 0.5T,MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE DOWN AND USE STANDARD PRELOAD BUSH L = 125!!!,0679,13 MM,10 MM,5T OPEN +/- 1T,1.0T OPEN +/- 0.5T,,,,
,,SP-KA06-SSA008,SP-KA06-SSB008,SP-KA06-SSC008,KAWASAKI,ZX-6 R,00-01,0712,SAE 10,150 MM,3 - 4 RINGS OUT,25 MM,12  KLIKS OPEN (+/- 2),11 +/- 1 CLICK OPEN,,0679,13 +/- 3 MM,8 MM,5 - 10 CLICKS OPEN,3 +/- 3 CLICKS OPEN,,,,
2021-01-28,,SP-KA06-SSA007,SP-KA06-SSB007,SP-KA06-SSC007,KAWASAKI,ZZR 600 (also ZZR 550),93-94,0144,"SAE 7,5",130 MM,NOT ADJUSTABLE,24 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,0161,21 MM,10 MM,NOT ADJUSTABLE,POS. 1,,,ZX600E,G202
2021-01-28,,SP-KA06-SSA006,SP-KA06-SSB006,SP-KA06-SSC006,KAWASAKI,ZZR 600 (also ZZR 500),90-92,0024,"SAE 7,5",130 MM,,25 MM,,,,0161,21 MM,10 MM,NOT ADJUSTABLE,POS. 1,,,ZX600D,F 382
,,SP-KA06-SSA005,SP-KA06-SSB005,SP-KA06-SSC005,KAWASAKI,ZX-6 R,98-99,0561,SAE 20,150 MM,4 - 5 RINGS,22 MM,5 - 7 CLICKS,1 - 2 CLICKS,,0293,14 MM,8 - 10 MM,5 - 10 CLICKS,POS. 3 - 4,,,ZX600,
,,SP-KA06-SSA004,SP-KA06-SSB004,SP-KA06-SSC004,KAWASAKI,ZX-6 R,95-97,0292,SAE 15,140 MM,4 - 5 RINGS,22 MM,6 - 8 CLICKS,6 - 9 CLICKS,,0293,14 MM,8 - 10 MM,5 - 10 CLICKS,POS. 3 - 4,,,ZX600F,G 937
,,SP-KA06-SSA003,SP-KA06-SSB003,SP-KA06-SSC003,KAWASAKI,KLX 650 C STREET,92-96,0524,SAE 15,150 MM,NOT ADJUSTABLE,35 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,0525,POS. 1 - 2,20 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,LX650C,G 245
2016-11-07,,SL-KA07-SSA004,,,KAWASAKI,"ZXR 750 (UPSD D=41MM) NINJA ZX-7 linear 8,5N/m",93-94,1245,"SAE 7,5",110 MM,R = 3,24 MM,4 CLICKS,5 CLICKS,,,,,,,,,ZX750L1,
2021-01-28,,SP-KA06-SSA001,,,KAWASAKI,GPX 600 R / WARBIRD (WITH ELECTRONIC ANTI-DIVE / ESCS),88-90,0420,SAE 10,130 MM,NOT ADJUSTABLE,20 - 25 MM,POS. 1,NOT ADJUSTABLE,DISCONNECT ANTI DIVE CABLECONNECTOR UNDER TANK,NR; STANDARD,2.5 TO 2.7 BAR,10 - 15 MM,NOT ADJUSTABLE,POS. 4 OR 5,GAS SHOCK,,ZX600C,
2016-01-20,,SP-KA06-SSA012,SP-KA06-SSB012,SP-KA06-SSC012,KAWASAKI,ZZR 600,95-05,0309,SAE 15,160 MM,5 RINGS,25 MM,NOT ADJUSTABLE,POS. 1 -2,Yes the Hyperpro spring should be 20mm longer. Use the OEM 100mm preload bush.,0161,21 MM,10 MM,NOT ADJUSTABLE,POS. 1 -2,,,ZX600E,G202
,,SP-KA05-SSA009,,,KAWASAKI,Z 550,80>,2070,SAE 10,140 MM,NOT ADJUSTABLE,,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2020-08-25,,SP-KA05-SSA008,,,KAWASAKI,GPZ 550,81-83,2060,SAE 15,160 MM,NOT ADJUSTABLE,,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,KZ550H,
2020-04-24,,SP-KA05-SSA001,SP-KA05-SSD001,SP-KA05-SSE001,KAWASAKI,ZEPHYR 550,89-97,0229,SAE 20,140 MM,,25 MM,,,RAISE FORKLEGS 12 MM TROUGH UPPER TRIPLE CLAMP,0230,POS. 2 - 3,10 MM,POS. 2 - 3,POS. 3 - 4,,,ZR550B,F 540
2016-11-07,,SL-KA07-SSA013,,,KAWASAKI,ZX 7 R LINEAR 10 N/mm,96-03,1273,"SAE 7,5",140 MM,4 RINGS,24 MM,4 - 6 CLICKS OPEN,8 - 10 CLICKS OPEN,,,,,,,,,ZX750P,
2016-11-07,,SL-KA07-SSA012,,,KAWASAKI,"ZX 7 R LINEAR 9,5 N/mm",96-03,1272,"SAE 7,5",140 MM,4 RINGS,24 MM,4 - 6 CLICKS OPEN,8 - 10 CLICKS OPEN,,,,,,,,,ZX750P,
2016-11-07,,SL-KA07-SSA011,,,KAWASAKI,ZX 7 R LINEAR 9 N/mm,96-03,1271,"SAE 7,5",140 MM,3 RINGS,24 MM,4 - 6 CLICKS OPEN,8 - 10 CLICKS OPEN,,,,,,,,,ZX750P,
2016-11-07,,SL-KA07-SSA010,,,KAWASAKI,"ZX 7 R LINEAR 8,5 N/mm",96-03,1270,"SAE 7,5",140 MM,3 RINGS,24 MM,4 - 6 CLICKS OPEN,8 - 10 CLICKS OPEN,,,,,,,,,ZX750P,
2016-11-07,,SL-KA07-SSA009,,,KAWASAKI,"ZXR 750 R NINJA ZX-7R  (UPSD Diam= 41mm)  linear 9,5N/mm",93-94,1247,"SAE 7,5",110 MM,R = 3,24 MM,4 CLICKS,5 CLICKS,,,,,,,,,ZX750M1,
2016-11-07,,SL-KA07-SSA008,,,KAWASAKI,ZXR 750 R NINJA ZX-7R  (UPSD Diam= 41mm)  linear 9N/mm,93-94,1246,"SAE 7,5",110 MM,R = 3,24 MM,4 CLICKS,5 CLICKS,,,,,,,,,ZX750M1,
2016-11-07,,SL-KA07-SSA007,,,KAWASAKI,"ZXR 750 R NINJA ZX-7R  (UPSD Diam= 41mm) linear 8,5N/m",93-94,1245,"SAE 7,5",110 MM,R = 3,24 MM,4 CLICKS,5 CLICKS,,,,,,,,,ZX750M1,
,,SP-KA06-SSA002,,,KAWASAKI,GPZ 600 / ZX 600A / NINJA (WITH HYDRAULIC ANTI-DIVE),85 - 89,0145,SAE 10,130 MM,NO AIR-PRESSURE,20 - 24 MM,POS. 1 - 2,NOT ADJUSTBALE,DISCONNECT ANTI DIVE AND USE ADJUSTER AS COMPRESSION-ADJUSTER,NR; STANDARD,,10 - 15 MM,,,,,ZX600A,
2025-01-24,,SL-KA06-SSA022,,,KAWASAKI,"NINJA 650 Linear 9,5 N/mm",17-25,1280,SAE 15,130 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2025-01-24,L,SP-KA06-SSA045,SP-KA06-SSB045,SP-KA06-SSC045,KAWASAKI,NINJA 650 25MM LOWER,17-25,1043,SAE 15,120 MM,NOT ADJUSTABLE,35 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,MOUNT THE FORK 15MM THROUGH THE TRIPLE CLAMP (STANDARD IS 5MM),1306,POS 1,35 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,EX650 K,e1*168/2013*00039
2025-01-24,,SP-KA06-SSA049,SP-KA06-SSB049,SP-KA06-SSC049,KAWASAKI,Z 650 RS,22-25,1603,SAE 15,130 MM,NOT ADJUSTABLE,26 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,0857,POS 3,12 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,ER650MM,e1*168/2013*00292(00291)
2025-01-24,L,SP-KA06-SSA050,SP-KA06-SSB050,SP-KA06-SSC050,KAWASAKI,Z 650 RS 25 MM Lower,22-25,0235,SAE 15,130 MM,NOT ADJUSTABLE,36 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,Mount the fork 15mm through the triple clamp,1306,POS 1,35 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,ER650MM,e1*168/2013*00292(00291)
2025-02-25,UD,,,,KAWASAKI,KZ 900,76-77,1913,SAE 15,220 MM,NOT ADJUSTABLE,30 mm,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2025-02-25,UD,,,,KAWASAKI,KZ 750 (B1/B2),76-79,1913,SAE 15,220 MM,NOT ADJUSTABLE,30 mm,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2025-01-24,,SL-KA06-SSA023,,,KAWASAKI,NINJA 650 Linear 10 N/mm,17-25,1281,SAE 15,130 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2025-01-24,L,SP-KA06-SSA044,SP-KA06-SSB044,SP-KA06-SSC044,KAWASAKI,Z 650 25 MM Lower,17-25,1043,SAE 15,120 MM,NOT ADJUSTABLE,35 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,MOUNT THE FORK 15MM THROUGH THE TRIPLE CLAMP,1306,POS 1,35 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,ER650 H,e1*168/2013*00037
2025-01-24,,SL-KA06-SSA025,,,KAWASAKI,Z 650 Linear 9 N/mm,17-25,1279,SAE 15,130 MM,NOT ADJUSTABLE,22 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,USE STANDARD PRELOAD BUSH (L=186MM),,,,,,,,ER650HH,e1*168/2013*00038
2025-01-24,,SL-KA06-SSA026,,,KAWASAKI,"Z 650 Linear 9,5 N/mm",17-25,1280,SAE 15,130 MM,NOT ADJUSTABLE,22 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,USE STANDARD PRELOAD BUSH (L=186MM),,,,,,,,ER650HH,e1*168/2013*00038
2025-01-24,,SL-KA06-SSA021,,,KAWASAKI,NINJA 650 Linear 9 N/mm,17-25,1279,SAE 15,130 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2025-01-24,,SL-KA06-SSA020,,,KAWASAKI,"NINJA 650 Linear 8,5 N/mm",17-25,1278,SAE 15,130 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,,
2025-01-24,,SP-KA06-SSA046,SP-KA06-SSB046,SP-KA06-SSC046,KAWASAKI,VULCAN S,15-25,1801,SAE 15,150 MM,NOT ADJUSTABLE,23 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,1575,POS 2,10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,EN650D,e1*168/2013*00024
,,SP-KA06-SSA026,,,KAWASAKI,KLX 650 C CROSS,92-96,2056,SAE 10,100 MM,NOT ADJUSTABLE,35 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,LX650C,G 245
2019-03-13,UD,SP-KA07-SSA029UD,SP-KA07-SSB029,SP-KA07-SSC029UD,KAWASAKI,Z 750 R,11-12,,,,,,,,,0847,14 MM,12 MM,NOT ADJUSTABLE,1 TURN OPEN,,,ZR750N,E1*2002/24*0487*01
2025-04-01,L,SP-KA06-SSA051,SP-KA06-SSB051,SP-KA06-SSC051,KAWASAKI,ZX-6R 20mm Lower,19-25,1203,SAE 10,140 MM,20 turns out,45-50 MM,2 T OPEN,2 T OPEN,AIRCHAMBER 140 MM MEASURED WITHOUT SPRING AND DAMPINGSECTION.,1774,3 mm,30 MM,"0,5 turn open",1 turn open,,,ZX636,e1*168/2013*0014
2025-01-24,,SL-KA06-SSA027,,,KAWASAKI,Z 650 Linear 10 N/mm,17-25,1281,SAE 15,130 MM,NOT ADJUSTABLE,22 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,USE STANDARD PRELOAD BUSH (L=186MM),,,,,,,,ER650HH,e1*168/2013*00038
2025-04-01,,SP-KA06-SSA047,SP-KA06-SSB047,SP-KA06-SSC047,KAWASAKI,ZX-6R,19-25,0128,SAE 10,140 MM,10 turns out,24 MM,2 T OPEN,2 T OPEN,AIRCHAMBER 140 MM MEASURED WITHOUT SPRING AND DAMPINGSECTION.,1600,12 mm,10 MM,"0,5 turn open",1 turn open,,,ZX636,e1*168/2013*0014
2025-01-24,,SP-KA06-SSA042,SP-KA06-SSB042,SP-KA06-SSC042,KAWASAKI,NINJA 650,17-25,0771,SAE 15,130 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,0857,POS 3,12 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,EX650 K,e1*168/2013*00039
2016-11-30,UD,SP-KA06-SSA041UD,SP-KA06-SSB041UD,SP-KA06-SSC041UD,KAWASAKI,KLR 650 (NEW EDITION),15-17,,SAE 10,190 MM,NOT ADJUSTABLE,45 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,Remove the original 295mm preload bush / raise the fork 10mm through the triple clamp,,POS 1,20 MM,NOT ADJUSTABLE,1 TURN,,,KL650E,
2016-11-18,,SL-KA06-SSA014,,,KAWASAKI,ER-6N/F (NINJA 650) LINEAR 7 N/mm,09-16,1657,SAE 15,100 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,ER650C,
2025-01-24,,SL-KA06-SSA024,,,KAWASAKI,"Z 650 Linear 8,5 N/mm",17-25,1278,SAE 15,130 MM,NOT ADJUSTABLE,22 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,USE STANDARD PRELOAD BUSH (L=186MM),,,,,,,,ER650HH,e1*168/2013*00038
2016-11-18,,SL-KA06-SSA017,,,KAWASAKI,"ER-6N/F (NINJA 650) LINEAR 8,5 N/mm",09-16,1245,SAE 15,100 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,ER650C,
2025-01-24,,SP-KA06-SSA043,SP-KA06-SSB043,SP-KA06-SSC043,KAWASAKI,Z 650,17-25,0771,SAE 15,130 MM,NOT ADJUSTABLE,22 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,USE STANDARD PRELOAD BUSH (L=186MM),0857,POS 3,12 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,ER650 H,e1*168/2013*00037
2016-11-18,,SL-KA06-SSA018,,,KAWASAKI,ER-6N/F (NINJA 650) LINEAR 9 N/mm,09-16,1246,SAE 15,100 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,ER650C,
2016-11-18,,SL-KA06-SSA016,,,KAWASAKI,ER-6N/F (NINJA 650) LINEAR 8 N/mm,09-16,1655,SAE 15,100 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,ER650C,
2016-11-18,,SL-KA06-SSA019,,,KAWASAKI,"ER-6N/F (NINJA 650) LINEAR 9,5 N/mm",09-16,1247,SAE 15,100 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,ER650C,
2016-11-18,,SL-KA06-SSA015,,,KAWASAKI,"ER-6N/F (NINJA 650) LINEAR 7,5 N/mm",09-16,1656,SAE 15,100 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,,,,,,ER650C,
,,SP-KA09-SSA002,,,KAWASAKI,GPZ 900 R (NO ANTI DIVE) 41mm fork,90 >,0247,"SAE 7,5",150 MM,NOT ADJUSTABLE,20 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,SEE PRESSURE; 2.4 BAR,15 MM,NOT ADJUSTABLE,POS. 3,,ZX 900A7,ZX900A,D 363
,,SP-KA09-SSA001,,,KAWASAKI,GPZ 900 R  (ANTI DIVE) 38mm fork,84 - 89 <,0246,SAE 10,150 MM,,25 MM,,,ANTI DIVE: MIN. / P = 1,XXXX,"2,2 BAR",10 - 15 MM,,POS. 2- 3,,ZX 900A6,ZX900A,D 363
2017-05-29,,SP-KA08-SSA003,SP-KA08-SSB003,SP-KA08-SSC003,KAWASAKI,Z 800 (also abs) (not E),13-14,1294,SAE 15,120 MM,3 RINGS OUT,25 MM,NOT ADJUSTABLE,10 KLICKS OPEN,mount with the conical side up (E model has no  suspension adjustments),1154,15mm,10 MM,,,mount with the pinched side up.,,,
2014-02-28,,SP-KA08-SSA002,SP-KA08-SSO002,SP-KA08-SSP002,KAWASAKI,W 800,10-16,1385,SAE 15,130 MM,NOT ADJUSTABLE,24 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,MOUNT THE SPRINGS WITHOUT THE ORIGINAL 110 MM PRELOAD BUSH,0892,POS. 1 - 2,10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,front also for 2015 -rear ?,,
,,SL-KA09-SSA002,,,KAWASAKI,ZX-9R NINJA LINEAR 9 N/mm,94 - 95 <,1246,SAE 10,110 MM,2 RINGS,29 MM,5 TO 7 CLICKS OPEN,3 TO 7 CLICKS OPEN,,,,,,,,,ZX900B,
,,SL-KA09-SSA001,,,KAWASAKI,"ZX-9R NINJA LINEAR 8,5 N/mm",94 - 95 <,1245,SAE 10,110 MM,2 RINGS,30 MM,5 TO 7 CLICKS OPEN,3 TO 7 CLICKS OPEN,,,,,,,,,ZX900B,
2016-09-21,,SL-KA08-SSA003,,,KAWASAKI,Z 800 (also abs) linear 10 N/mm,13-16,1293,SAE 15,120 MM,6 RINGS OUT,25 MM,NOT ADJUSTABLE,7 KLICKS OPEN,,,,,,,,,,
2016-09-21,,SL-KA08-SSA002,,,KAWASAKI,"Z 800 (also abs) linear 9,5 N/mm",13-16,1292,SAE 15,120 MM,5 RINGS OUT,25 MM,NOT ADJUSTABLE,8 KLICKS OPEN,,,,,,,,,,
2016-09-21,,SL-KA08-SSA001,,,KAWASAKI,Z 800 (also abs) linear 9 N/mm,13-16,1291,SAE 15,120 MM,4 RINGS OUT,25 MM,NOT ADJUSTABLE,9 KLICKS OPEN,,,,,,,,,,
2024-10-03,,SP-KA08-SSA001,,,KAWASAKI,VN 800 CLASSIC (VN800-B),96-06,0500,SAE 10,170 MM,,,,,,,,,,,,,VN800,G986
,,SP-KA09-SSA009,SP-KA09-SSB009,SP-KA09-SSC009,KAWASAKI,ZX-9R NINJA,00-01,0712,SAE 10,140 MM,4 - 5 RINGS OUT,24 MM,8 CLICKS OPEN (+/-2),6 CLICKS OPEN (+/- 2),,0681,14 +/- 3 MM,8 MM,5 +/- 4 CLICKS OPEN,4 +/- 3 CLICKS OPEN,,,,
,,SP-KA10-SSA004,SP-KA10-SOD004,SP-KA10-SOE004,KAWASAKI,Z 1000 (900),76 >,0207,SAE 10,140 MM,--,24 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,MOUNT FORK-LEGS 20 MM TROUGH UPPER TRIPPLE-CLAMP,0280,13 MM,10 TO 15 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,CLIP-RING ON TUBE: 3 OF 10 FROM TOP.   ADJUSTMENT-RING: POSITION 2 OF 3.,,KZT00A,B232
2018-02-05,,SP-KA10-SSA003,SP-KA10-SSB003,SP-KA10-SSC003,KAWASAKI,KLV 1000,04-05,1010,SAE 10,180 MM,2 RINGS,35 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,USE ORIGINAL 50MM PRELOAD BUSH,0817,10-15 KLIKS,10 MM,NOT ADJUSTABLE,"0,5-1 TURN",,,,
,,SP-KA10-SSA002,,,KAWASAKI,ZX 10,89 - 92 <,0356,SAE 15,160 MM,NOT ADJUSTABLE,23 - 27 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,NR; STANDARD,,,,,,,ZX1000B,
2015-10-28,,SP-KA10-SSA001,,,KAWASAKI,GTR 1000,86-06,1075,SAE 20,165 MM,4-5 RINGS OUT,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,STD AIRSHOCK,,12 MM,,POS. 4,,,ZGT00A,
2017-01-12,,SP-KA09-SSA013,SP-KA09-SSB013,SP-KA09-SSC013,KAWASAKI,VN 900 CLASSIC (LT),11-17,0318,SAE 10,130 MM,NOT ADJUSTABLE,45 MM,NOT ADJUSTABLE,,,1532,POS 1,10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,VN900B,
2021-02-05,,SP-KA09-SSA012,SP-KA09-SSB012,SP-KA09-SSC012,KAWASAKI,VN 900 CLASSIC (LT),06-11,0318,SAE 10,130 MM,NOT ADJUSTABLE,45 MM,NOT ADJUSTABLE,,,1532,POS 1,10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,VN900B,
,,SP-KA09-SSA004,SP-KA09-SSB004,SP-KA09-SSC004,KAWASAKI,ZX-9R NINJA,94-95,0287,SAE 10,110 MM,5 RINGS,22 MM,5 TO 7 CLICKS OPEN,3 TO 7 CLICKS OPEN,,0288,18 MM,15 MM,15 CLICKS OPEN,POS. 4 (OR 3),,,ZX900B,G 588
,,SP-KA09-SSA010,SP-KA09-SSB010,SP-KA09-SSC010,KAWASAKI,ZX-9R NINJA,02-03,0712,SAE 10,140 MM,5 RINGS OUT,24 MM,2 TURN OPEN,1-1.5 TURN OPEN,,0681,14 +/- 3 MM,9 MM,4 - 5 TURN OPEN,3 - 5 TURN OPEN,,,,
,,SP-KA09-SSA003,SP-KA09-SOD003,SP-KA09-SOE003,KAWASAKI,Z1 - A/B   /  Z900,74-75 <,0392,SAE 20,140 MM,NOT ADJUSTABLE,30 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,MOUNT FORK-LEGS 20 MM TROUGH UPPER TRIPPLE-CLAMP,0280,13 MM,10 TO 15 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,(OHLINS SHOCK) CLIP-RING ON TUBE: 3 OF 10 FROM TOP. ADJUSTMENT-RING: POSITION 2 OF 3,,,
,,SP-KA09-SSA008,SP-KA09-SSB008,SP-KA09-SSC008,KAWASAKI,GPZ 900 R,99 >,0672,SAE 10,150 MM,NOT ADJUSTABLE,25 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,USE STANDARD PRELOAD BUSH L = 130,0673,POS. 1- 2,10 - 15 MM,NOT ADJUSTABLE,POS. 2,,ZX 900A12,ZX900A,D 363
,,SP-KA09-SSA007,SP-KA09-SSB007,SP-KA09-SSC007,KAWASAKI,ZX-9R NINJA,1999,0742,SAE 15,130 MM,4 RINGS OUT,24 MM,12 CLICKS OPEN,3 - 5 CLICKS OPEN,,0293,9 - 10 MM,12 MM,9 - 11 CLICKS OPEN,3 - 5 CLICKS OPEN,,,ZX900C1,H 884
,,SP-KA09-SSA006,SP-KA09-SSB006,SP-KA09-SSC006,KAWASAKI,ZX-9R NINJA,1998,0526,SAE 10,140 MM,4 RINGS OUT,24 MM,3 - 5 CLICKS OPEN,6 - 8 CLICKS OPEN,,0293,9 - 10 MM,12 MM,9 - 11 CLICKS,3 - 5 CLICKS OPEN,,,ZX900C1,H 884
2025-01-24,L,SP-KA09-SSA018,SP-KA09-SSB018,SP-KA09-SSC018,KAWASAKI,Z 900 RS (also cafe) 25mm LOWERING,18-25,1510,SAE 10,130 MM,0 TURNS IN FROM MIN,40 MM,10 KLICKS OPEN,5 KLICKS OPEN,MOUNT THE FORK 10MM THROUGH THE TRIPLE CLAMP,1622,3 MM,45 MM,NOT ADJUSTABLE,"1,5 TURN OPEN",,,,
,,SP-KA09-SSA005,SP-KA09-SSB005,SP-KA09-SSC005,KAWASAKI,ZX-9R NINJA,96-97,0504,SAE 15,140 MM,6 RINGS OUT,25 MM,8 - 10 CLICKS OPEN,2 - 4 CLICKS OPEN,,0288,18 MM,15 MM,15 CLICKS OPEN,POS. 3 - 4,,,ZX900B,G 588
2025-09-24,UD,,,,KAWASAKI,NINJA H2R,15-25,1144?,,,,,,,,,,,,,di size pinched to 54?,,,
,,SP-KA09-SSA011,,,KAWASAKI,ZL 900 ELIMINATOR,85>,1049,SAE 15,150 MM,,,,,,,,,,,,,ZL900A,
2025-09-24,UD,,,,KAWASAKI,NINJA H2,17-20,1144?,,,,,,,,,,,,,di size pinched to 54?,,,
2024-01-08,,SP-KA10-SSA034,SP-KA10-SSB034,SP-KA10-SSC034,KAWASAKI,Z 1000 SX (NINJA 1000) ABS,17-24,1493,SAE 10,100 MM,8 TURNS IN FROM MIN,24 MM,"0,5 TURN OPEN",1 TURN OPEN,MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE UP AND USE STANDARD PRELOAD BUSH!!,1301,HPA,12 MM,NOT ADJUSTABLE,1 T OPEN,,,ZXT00W,e4*168/2013*00034
2024-01-08,L,SP-KA10-SSA035,SP-KA10-SSB035,SP-KA10-SSC035,KAWASAKI,Z 1000 SX (NINJA 1000) 25mm LOWER (abs),17-24,0621,SAE 10,100 MM,VS MINIMAL,40 MM,"0,5 TURN OPEN",1 TURN OPEN,MOUNT SPRINGS WITH CONICAL (PINCHED) SIDE UP AND USE STANDARD PRELOAD BUSH!!,1652,HPA min,40 MM,NOT ADJUSTABLE,1 T OPEN,,,ZXT00W,e4*168/2013*00034
2017-01-12,,SP-KA09-SSA014,,,KAWASAKI,VN 900 CUSTOM,06-17,0318,SAE 10,130 MM,NOT ADJUSTABLE,45 MM,NOT ADJUSTABLE,,,,,,,,,,VN900,
2021-07-13,ud,SP-KA08-SSA007ud,,,KAWASAKI,VN 800 A,95-97,1577,SAE 10,170 MM,,,,,,,,,,,,,VN800A,
2025-01-24,,SP-KA10-SSA039,SP-KA10-SSB039,SP-KA10-SSC039,KAWASAKI,Z H2,20-25,1488,2x SAE 10,155 MM,10 Turns From min,28 mm,3 TURNS OUT,2 TURN OUT,AIRCHAMBER 150 MM MEASURED WITHOUT SPRING AND DAMPING SECTION,1804,11 MM,20 MM,NOT ADJUSTABLE,"1,25 Turn open",,,ZRT00K,e4*168/2013*00117*00
2017-01-31,,SP-KA08-SSA005,,,KAWASAKI,W 650/800 japan spec,99-16,0229,SAE 15,130 MM,NOT ADJUSTABLE,34 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,MOUNT THE SPRINGS WITH THE ORIGINAL 110 MM PRELOAD BUSH. Mount the fork 0mm through the triple clamp . STD =4mm,0892,POS. 1 - 2,10 MM,NOT ADJUSTABLE,NOT ADJUSTABLE,,,,
2025-06-20,,SP-KA09-SSA015,SP-KA09-SSB015,SP-KA09-SSC015,KAWASAKI,Z 900,17-25,1510,SAE 15,130 MM,10 TURNS IN FROM MIN,25 MM,NOT ADJUSTABLE,5 KLICKS OPEN,USE TOOL HP-T62 FOR THE RIGHT FORK,1543,10 MM,12 MM,NOT ADJUSTABLE,"1,5 TURN OPEN",,NEEDS TOOL HP-T62,ZR900,E1*168/2013*00043
2025-06-20,L,SP-KA09-SSA016,SP-KA09-SSB016,SP-KA09-SSC016,KAWASAKI,Z 900 25 MM LOWERING,17-25,1211,SAE 15,120 MM,0 TURNS IN FROM MIN,40 MM,NOT ADJUSTABLE,5 KLICKS OPEN,USE TOOL HP-T62 FOR THE RIGHT FORK. MOUNT THE FORK 10MM THROUGH THE TRIPLE CLAMP,1622,3 MM,45 MM,NOT ADJUSTABLE,"1,5 TURN OPEN",,NEEDS TOOL HP-T62,ZR900,E1*168/2013*00043
